row_type,nct_id,registry_link,reported_unit,extracted_responders,extracted_denominator,extracted_rate,appears_in_query,oversampled_because,audit_endpoint_mapping_ok,audit_arm_identification_ok,audit_numerator_ok,audit_denominator_ok,audit_analysis_population_ok,audit_orr_definition_ok,auditor_notes
donor_observation,NCT04204057,https://clinicaltrials.gov/study/NCT04204057,percentage of participants,7,21,0.3333,NCT02604511,percentage-derived,yes,yes,yes,yes,yes,yes,ORR per iwCLL criteria (CR+PR) - disease-appropriate. 33.3% x 21 = 7.0.
donor_observation,NCT03712930,https://clinicaltrials.gov/study/NCT03712930,Percentage of participants,0,12,0.0,NCT02854436,percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate (ORR) Determined by Independent Review Committee' (PRIMARY), arm 'Pamiparib': 0%, denom 12; matches extracted 0/12."
donor_observation,NCT04091217,https://clinicaltrials.gov/study/NCT04091217,Percentage of participants,18,40,0.45,NCT03999749,percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate (ORR) in the Full Analysis Set Analysis Population' (PRIMARY), arm 'Atezolizumab + Bevacizumab': 45%, denom 40; matches extracted 18/40."
donor_observation,NCT01848834,https://clinicaltrials.gov/study/NCT01848834,Percentage of Participants,5,32,0.1562,NCT02499835,percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Overall Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) Re' (PRIMARY), arm 'Cohort A: Triple Negative Breast Cancer': 15.6%, denom 32; matches extracted 5/32."
donor_observation,NCT02055820,https://clinicaltrials.gov/study/NCT02055820,Percentage of participants,144,211,0.6825,NCT01775475,percentage-derived,yes,yes,yes,yes,yes,no,"Endpoint is CR rate by PET-CT (modified Lugano, DLBCL), not ORR (CR+PR). Data entry correct: 68.2% x 211 = 143.9 -> 144; ITT population."
donor_observation,NCT02554812,https://clinicaltrials.gov/study/NCT02554812,Percentage of participants,3,28,0.1071,NCT03330405,percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Phase 2: Percentage of Participants With Confirmed Objective Response (OR) as Pe' (PRIMARY), arm 'Combination A Phase 2 Melanoma: Utomilumab 100 mg + Avelumab': 10.7%, denom 28; matches extracted 3/28."
donor_observation,NCT03117361,https://clinicaltrials.gov/study/NCT03117361,percentage of participants,1,8,0.125,NCT03361306,percentage-derived,yes,yes,yes,yes,yes,yes,Primary 'Overall Response Rate' (IMWG >=PR incl sCR/CR/VGPR/PR): 12.5% x 8 = 1; matches. Same-value category counts (PR/MR/PD each n=1) also exist but percentage ORR match is unique and correct.
donor_observation,NCT03774082,https://clinicaltrials.gov/study/NCT03774082,Percentage of participants,8,22,0.3636,NCT04083976,percentage-derived,yes,yes,yes,yes,yes,yes,"ORR at Cycle 7 Day 1 per NIH consensus criteria (chronic GVHD trial, CR+PR) - landmark response, not best-response tumor ORR; disease-appropriate. 36.4% x 22 = 8.0."
donor_observation,NCT03189524,https://clinicaltrials.gov/study/NCT03189524,Percentage of Participants,7,23,0.3043,NCT04282018,percentage-derived,yes,yes,yes,yes,yes,yes,"Matched primary 'Overall Response Rate (ORR)' 30.4%, n=23 (zanubrutinib FL/MZL). Note secondary Partial Response Rate has identical value 30.4%; primary ORR is the correct source."
donor_observation,NCT04995419,https://clinicaltrials.gov/study/NCT04995419,percentage of participants,15,40,0.375,NCT03837899,percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate (ORR) as Per Response Evaluation Criteria in Solid Tumor' (PRIMARY), arm 'Enfortumab Vedotin 1.25 mg/kg': 37.5%, denom 40; matches extracted 15/40."
donor_observation,NCT01282424,https://clinicaltrials.gov/study/NCT01282424,percentage of participants,72,125,0.576,NCT00923013,percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Overall Response Rate' (PRIMARY), arm 'Idelalisib': 57.6%, denom 125; matches extracted 72/125."
donor_observation,NCT04004221,https://clinicaltrials.gov/study/NCT04004221,Percentage of participants,25,104,0.2404,NCT02867592,percentage-derived,yes,yes,yes,yes,yes,yes,ORR by IRC (RECIST 1.1): 24.0% x 104 = 24.96 -> 25; 25/104=24.04% consistent. Efficacy-evaluable analysis set.
donor_observation,NCT04189445,https://clinicaltrials.gov/study/NCT04189445,percentage of participants,6,87,0.069,NCT02920996,percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate (ORR) Based on Independent Central Review (IRC) in Cohor' (PRIMARY), arm 'Futibatinib (Cohort A)': 6.9%, denom 87; matches extracted 6/87."
donor_observation,NCT02627677,https://clinicaltrials.gov/study/NCT02627677,percentage of participants,5,10,0.5,NCT04045613,percentage-derived,unclear,yes,yes,yes,yes,no,"Matched value 50%/n=10 appears in 11 outcome cells (MMR primary, MCyR, MR2/MR4 etc.) for Cohort A ponatinib 30 mg (CML). Endpoint family is molecular/cytogenetic response (MMR = BCR-ABL<=0.1%), not CR+PR tumor ORR; comparability to solid-tumor ORR questionable. Counts themselves match registry."
donor_observation,NCT05993299,https://clinicaltrials.gov/study/NCT05993299,percentage of participants,4,5,0.8,NCT01316523,percentage-derived,yes,yes,yes,yes,yes,yes,"Primary ORR (RECIST 1.1, confirmed CR+PR): 80% x 5 = 4; matches. Secondary DCR has identical 80% value; primary ORR is the correct source. mITT population."
donor_observation,NCT04695977,https://clinicaltrials.gov/study/NCT04695977,Percentage of participants,8,11,0.7273,NCT05578872,percentage-derived,yes,yes,yes,yes,yes,yes,Confirmed ORR by BICR (RECIST 1.1): registry 73% n=11; 8/11=72.7% rounds to 73. ITT (randomized) population.
donor_observation,NCT01691898,https://clinicaltrials.gov/study/NCT01691898,percentage of participants,25,42,0.5952,NCT02180711,percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Percentage of Participants With a Best Overall Response (OR) of Complete Respons' (PRIMARY), arm 'Arm A (DLBCL): RTX+Pinatuzumab,Then RTX+Polatuzumab': 59.5%, denom 42; matches extracted 25/42."
donor_observation,NCT04439188,https://clinicaltrials.gov/study/NCT04439188,percentage of participants,0,32,0.0,NCT04364620,percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate (ORR)' (PRIMARY), arm 'Treatment (GSK2636771)': 0%, denom 32; matches extracted 0/32."
donor_observation,NCT03584009,https://clinicaltrials.gov/study/NCT03584009,Percentage of Participants,6,51,0.1176,NCT02860000,percentage-derived,no,yes,yes,yes,yes,no,"Endpoint is Clinical Benefit Rate (CR+PR+SD>=24wk) - includes stable disease, NOT an objective-response endpoint; overestimates ORR. Data entry correct: 11.8% x 51 = 6.0; baseline-measurable-disease population."
donor_observation,NCT03108066,https://clinicaltrials.gov/study/NCT03108066,Percentage of Participants,0,4,0.0,NCT02054806,percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Overall Response Rate (ORR) in VHL Disease-Associated ccRCC Tumors' (PRIMARY), arm 'MK-3795': 0%, denom 4; matches extracted 0/4."
donor_observation,NCT04958785,https://clinicaltrials.gov/study/NCT04958785,percentage of participants,4,13,0.3077,NCT02554812,percentage-derived,yes,yes,yes,yes,yes,yes,"Confirmed ORR by investigator (RECIST 1.1): 30.8% x 13 = 4.0. Arm is Safety Run-in Cohort 2 (magrolimab+SG), mITT cohort-2 set."
donor_observation,NCT01121588,https://clinicaltrials.gov/study/NCT01121588,Percentage of participants,9,16,0.5625,NCT03367819,percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate (ORR) - Percentage of Participants With Objective Respon' (PRIMARY), arm 'ALCL Arm': 56.3%, denom 16; matches extracted 9/16."
donor_observation,NCT01596127,https://clinicaltrials.gov/study/NCT01596127,percentage of Participants,0,3,0.0,NCT00923013,percentage-derived,yes,yes,yes,yes,yes,unclear,'Response Rate' = CSF clearance of blast cells after 4 intrathecal rituximab doses - disease-appropriate response for CNS involvement but not CR+PR ORR. 0% x 3 = 0 matches.
donor_observation,NCT03290079,https://clinicaltrials.gov/study/NCT03290079,proportion of participants,18,18,1.0,NCT04768686,count-reported,yes,yes,no,yes,yes,yes,"MAJOR ERROR. Registry primary ORR (RECIST): value .1 proportion (i.e. 10%, CI .03-.30) with denom 18 -> ~2 responders. Extracted 18/18 = 1.0; the proportion-scale value appears to have been misparsed and the denominator taken as the count. Correct entry ~ (2, 18), rate 0.10 not 1.00."
donor_observation,NCT03433898,https://clinicaltrials.gov/study/NCT03433898,Participants,4,33,0.1212,NCT03156114,count-reported,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Part III: Number of Patients With Objective Response (OR) - Confirmed Complete R' (PRIMARY), arm 'Part III - ezabenlimab 240 mg + BI 754111 600 mg, cohort A': 4, denom 33; matches extracted 4/33."
donor_observation,NCT03630042,https://clinicaltrials.gov/study/NCT03630042,Participants,8,17,0.4706,NCT03578367,count-reported,yes,yes,yes,yes,yes,unclear,'Major Response Rate at 24 weeks' = >50% paraprotein reduction (~>=PR analog) at landmark - disease-appropriate but not CR+PR ORR. Count 8/17 matches registry.
donor_observation,NCT03008369,https://clinicaltrials.gov/study/NCT03008369,participants,1,3,0.3333,NCT00745134,count-reported,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Confirmed Tumor Response Rate' (PRIMARY), arm 'Treatment (Lenvatinib)': 1, denom 3; matches extracted 1/3."
donor_observation,NCT02420691,https://clinicaltrials.gov/study/NCT02420691,participants,19,19,1.0,NCT00745134,count-reported,yes,yes,yes,yes,yes,yes,"Registry posts 19/19 responders (100%, RECIST CR+PR) for the single study group; extraction matches source as posted. Unusual value but data entry correct."
donor_observation,NCT02201212,https://clinicaltrials.gov/study/NCT02201212,Participants,2,30,0.0667,NCT04644315,count-reported,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate' (PRIMARY), arm 'Everolimus': 2, denom 30; matches extracted 2/30."
donor_observation,NCT03434418,https://clinicaltrials.gov/study/NCT03434418,Participants,8,17,0.4706,NCT03433469,count-reported,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate as Assessed by the Investigator Using Response Evaluatio' (PRIMARY), arm 'Osimertinib': 8, denom 17; matches extracted 8/17."
donor_observation,NCT03879577,https://clinicaltrials.gov/study/NCT03879577,Participants,25,47,0.5319,NCT03329378,count-reported,no,yes,yes,yes,yes,no,Endpoint is pathologic complete response (pCR) after neoadjuvant taxotere+trastuzumab - different endpoint family from ORR. Count 25/47 matches registry.
donor_observation,NCT03123055,https://clinicaltrials.gov/study/NCT03123055,Participants,9,22,0.4091,NCT03684811,count-reported,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Efficacy of B-701 (Vofatamab) Plus Pembrolizumab Measured by ORR' (PRIMARY), arm 'Phase 2': 9, denom 22; matches extracted 9/22."
donor_observation,NCT03206970,https://clinicaltrials.gov/study/NCT03206970,Participants,72,86,0.8372,NCT02572453,count-reported,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Overall Response Rate (ORR) As Assessed By Independent Review Committee' (PRIMARY), arm 'Zanubrutinib': 72, denom 86; matches extracted 72/86."
donor_observation,NCT03586999,https://clinicaltrials.gov/study/NCT03586999,Participants,11,18,0.6111,NCT02135874,count-reported,yes,yes,yes,yes,yes,no,"Endpoint is Complete Response Rate (RECIL, PET/CT after 6 cycles), CR-only - not ORR (CR+PR). Count 11/18 matches registry."
donor_observation,NCT02573493,https://clinicaltrials.gov/study/NCT02573493,Participants,28,40,0.7,NCT03389477,count-reported,no,unclear,yes,yes,yes,no,"Value 28/40 matches TWO different registry cells: Arm 1 clinical CR rate (primary) and Arm 2 clinical PR rate (secondary) - arm/outcome attribution ambiguous. Endpoint is clinical-exam response at primary tumor site after induction (laryngoscopy, not RECIST ORR)."
donor_observation,NCT02752685,https://clinicaltrials.gov/study/NCT02752685,Participants,5,19,0.2632,NCT02489448,count-reported,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Percentage of Participants With Best Overall Response Rate (BORR) of Complete Re' (PRIMARY), arm 'HR-Positive Participants': 5, denom 19; matches extracted 5/19."
donor_observation,NCT01444716,https://clinicaltrials.gov/study/NCT01444716,Participants,23,32,0.7188,NCT01243190,count-reported,yes,yes,yes,yes,yes,yes,Response = CR+PR per 2008 NCI-WG CLL criteria; 23/32 matches. Denominator = 32 evaluable of 34 registered.
donor_observation,NCT02399917,https://clinicaltrials.gov/study/NCT02399917,Participants,2,6,0.3333,NCT01892371,count-reported,yes,yes,yes,yes,yes,unclear,AML ORR composite = CR+CRp+CRi+PR+marrow clearance+hematologic improvement - broader than CR+PR. Count 2/6 matches registry (Phase 1b lead-in cohort 1).
donor_observation,NCT04032080,https://clinicaltrials.gov/study/NCT04032080,Participants,3,10,0.3,NCT03649321,count-reported,no,yes,yes,yes,yes,no,"Outcome titled 'Objective Response Rate' but registry definition is prolonged clinical benefit = PFS >= 6 months, not CR/PR. Title-definition mismatch; not a true ORR. Count 3/10 matches registry."
donor_observation,NCT02328105,https://clinicaltrials.gov/study/NCT02328105,Participants,4,11,0.3636,NCT02716038,count-reported,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Number of Participants With a Response' (PRIMARY), arm 'Carboplatin + Abraxane': 4, denom 11; matches extracted 4/11."
donor_observation,NCT04301778,https://clinicaltrials.gov/study/NCT04301778,Participants,1,5,0.2,NCT03047993,count-reported,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate (ORR) Per mRECIST (Modified RECIST)' (PRIMARY), arm 'Durvalumab and SNDX-6352': 1, denom 5; matches extracted 1/5."
query_outcome,NCT01130519,https://clinicaltrials.gov/study/NCT01130519,Percentage of participants,31,43,0.7209,(is a pseudo-query),percentage-derived,yes,yes,yes,yes,yes,yes,ORR (RECIST CR+PR): 72% x 43 = 30.96 -> 31; matches. Group is combined Cohorts 1&3 (HLRCC) as pre-specified in registry reporting.
query_outcome,NCT04703192,https://clinicaltrials.gov/study/NCT04703192,percentage of participants,52,119,0.437,(is a pseudo-query),percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Percentage of Participants With Objective Response As Assessed by Blinded Indepe' (PRIMARY), arm 'Cohort 1: Relapsed/Refractory Peripheral T-Cell Lymphoma (PT': 43.7%, denom 119; matches extracted 52/119."
query_outcome,NCT01997840,https://clinicaltrials.gov/study/NCT01997840,Percent of Participants,30,77,0.3896,(is a pseudo-query),percentage-derived,yes,yes,yes,yes,yes,yes,"ORR = >=PR (sCR/CR/VGPR/PR), myeloma criteria - disease-appropriate. 39% x 77 = 30.0; Phase 2 efficacy-evaluable population."
query_outcome,NCT03801525,https://clinicaltrials.gov/study/NCT03801525,percentage of participants,50,149,0.3356,(is a pseudo-query),percentage-derived,yes,yes,yes,yes,yes,no,"Endpoint is CR rate (CR+CRi) per iwCLL 2018 - CR-only, not ORR. Data entry correct: 33.6% x 149 = 50.1 -> 50; ITT population."
query_outcome,NCT04945733,https://clinicaltrials.gov/study/NCT04945733,Percentage of Participants,1,23,0.0435,(is a pseudo-query),percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors (' (PRIMARY), arm 'Phase 2a Gastric Cancer Cohort: Amivantamab (1050/1400 mg)': 4.3%, denom 23; matches extracted 1/23."
query_outcome,NCT03369223,https://clinicaltrials.gov/study/NCT03369223,Percentage of participants,21,58,0.3621,(is a pseudo-query),percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate (ORR) as Assessed by Investigator - Part 2 A Arm C and F' (PRIMARY), arm 'Part 2A: Melanoma Arm C: BMS-986249 1200 mg Q8W + Nivolumab ': 36.2%, denom 58; matches extracted 21/58."
query_outcome,NCT05091346,https://clinicaltrials.gov/study/NCT05091346,percentage of participants,0,17,0.0,(is a pseudo-query),percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Phase 2 Part: Objective Response Rate (ORR)' (PRIMARY), arm 'Phase 2, Dose Expansion, HCC: E7386 120 mg + Pembrolizumab 2': 0%, denom 17; matches extracted 0/17."
query_outcome,NCT02061761,https://clinicaltrials.gov/study/NCT02061761,Percentage of participants,13,21,0.619,(is a pseudo-query),percentage-derived,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate (ORR) - Part D' (PRIMARY), arm 'HL Naive BMS-986016 160mg + Nivolumab': 61.9%, denom 21; matches extracted 13/21."
query_outcome,NCT03310957,https://clinicaltrials.gov/study/NCT03310957,Percentage of participants,11,32,0.3438,(is a pseudo-query),percentage-derived,yes,yes,yes,yes,yes,yes,ORR (RECIST 1.1): registry 34% n=32; 11/32=34.4% (integer-rounded to 34). Derived count consistent; all-treated analysis set.
query_outcome,NCT04172597,https://clinicaltrials.gov/study/NCT04172597,percentage of participants,0,1,0.0,(is a pseudo-query),percentage-derived,yes,yes,yes,yes,yes,yes,ORR (RECIST 1.1) Cohort 5 evaluable population n=1; 0% -> 0 responders. Extreme small denominator - verify usefulness for borrowing.
query_outcome,NCT03642067,https://clinicaltrials.gov/study/NCT03642067,Participants,0,12,0.0,(is a pseudo-query),count-reported,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response Rate (ORR)' (PRIMARY), arm 'Cohort A: Composite PD-L1/Mucin (CPM) Positive Colorectal Ca': 0, denom 12; matches extracted 0/12."
query_outcome,NCT01740557,https://clinicaltrials.gov/study/NCT01740557,Participants,8,8,1.0,(is a pseudo-query),count-reported,yes,yes,yes,yes,yes,no,'Immune-Related Response' = >=50% decrease in tumor linear dimension by PET/CT - nonstandard criteria (not RECIST CR+PR). Registry posts 8/8 (100%); extraction matches source as posted.
query_outcome,NCT05313009,https://clinicaltrials.gov/study/NCT05313009,Participants,0,1,0.0,(is a pseudo-query),count-reported,yes,yes,yes,yes,yes,yes,"Objective response (RECIST 1.1): 0/1, safety lead-in only; study prematurely terminated (drug withdrawn). Extreme small denominator."
query_outcome,NCT02272998,https://clinicaltrials.gov/study/NCT02272998,Participants,1,17,0.0588,(is a pseudo-query),count-reported,yes,yes,yes,yes,yes,unclear,"'Overall Response = any response according to disease type' within first 6 courses, multi-histology FGFR cohort - heterogeneous, disease-specific criteria, landmark-restricted; not uniform CR+PR ORR. Count 1/17 matches registry."
query_outcome,NCT03475004,https://clinicaltrials.gov/study/NCT03475004,Participants,1,9,0.1111,(is a pseudo-query),count-reported,yes,yes,yes,yes,yes,yes,"Verified vs registry: 'Objective Response' (PRIMARY), arm 'Safety Run-In': 1, denom 9; matches extracted 1/9."
query_outcome,NCT03038672,https://clinicaltrials.gov/study/NCT03038672,proportion of participants,4,25,0.16,(is a pseudo-query),count-reported,yes,yes,yes,yes,yes,yes,"Registry reports 0.16 as proportion (0-1 scale), denom 25 -> 4 responders (Group I nivolumab; Group II is a separate arm). Extraction correct; PR/CR per CT or PET-CT criteria."
query_outcome,NCT03303339,https://clinicaltrials.gov/study/NCT03303339,Participants,3,32,0.0938,(is a pseudo-query),count-reported,yes,yes,yes,yes,yes,no,"Endpoint is CR rate (CR+CRi) in AML (onvansertib+decitabine Phase 2) - CR-only, not ORR. Count 3/32 matches registry."
query_outcome,NCT02499835,https://clinicaltrials.gov/study/NCT02499835,Participants,0,6,0.0,(is a pseudo-query),count-reported,yes,yes,yes,yes,yes,yes,"Objective response (CR/PR): 0/6 matches Arm I. Denominator reflects participants with measurable disease (25 of 66 across arms), per registry population note."
query_outcome,NCT03836209,https://clinicaltrials.gov/study/NCT03836209,Participants,36,90,0.4,(is a pseudo-query),count-reported,unclear,yes,yes,yes,yes,no,"Endpoint is FLT3-mutation-negative composite CR (CRc = CR+CRi with molecular negativity) after induction - biomarker-restricted remission endpoint, not ORR (CR+PR). Count 36/90 matches registry."
query_outcome,NCT02939287,https://clinicaltrials.gov/study/NCT02939287,Participants,4,14,0.2857,(is a pseudo-query),count-reported,no,yes,yes,yes,yes,no,"NOT a tumor-response endpoint: 'Complete Response' here = no emesis and no rescue anti-emetic therapy within 120h of melphalan (antiemetic prophylaxis endpoint, aprepitant). Should be excluded from ORR pool. Count 4/14 matches registry."
